Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
1,1729268603631,18/10/2024 16:23:23,1729268600070,-4,18/10/2024 12:23:20,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,BEGIN QUESTIONNAIRE,
2,1729268635798,18/10/2024 16:23:55,1729268632262,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_religion,3
3,1729268635920,18/10/2024 16:23:55,1729268632263,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_science,5
4,1729268635920,18/10/2024 16:23:55,1729268632263,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_healthcare,4
5,1729268635920,18/10/2024 16:23:55,1729268632264,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_community,5
6,1729268635920,18/10/2024 16:23:55,1729268632264,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_firefighter,5
7,1729268635920,18/10/2024 16:23:55,1729268632264,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_police,5
8,1729268635920,18/10/2024 16:23:55,1729268632264,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_gun,3
9,1729268635920,18/10/2024 16:23:55,1729268632264,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_immigration,2
10,1729268635920,18/10/2024 16:23:55,1729268632264,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_media,4
11,1729268635920,18/10/2024 16:23:55,1729268632264,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,comf_voting,4
12,1729268635920,18/10/2024 16:23:55,1729268632264,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,OpenEnded,I am not really sure
13,1729268635920,18/10/2024 16:23:55,1729268632264,-4,18/10/2024 12:23:52,187086,12,questionnaire-xwu3,,40749835,zui0ofa3,11889642,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,END QUESTIONNAIRE,32194
1,1729268620374,18/10/2024 16:23:40,1729268620005,-4,18/10/2024 12:23:40,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,BEGIN QUESTIONNAIRE,
2,1729268694395,18/10/2024 16:24:54,1729268694061,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_religion,7
3,1729268694520,18/10/2024 16:24:54,1729268694062,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_science,7
4,1729268694520,18/10/2024 16:24:54,1729268694062,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_healthcare,7
5,1729268694520,18/10/2024 16:24:54,1729268694062,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_community,7
6,1729268694520,18/10/2024 16:24:54,1729268694062,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_firefighter,7
7,1729268694520,18/10/2024 16:24:54,1729268694062,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_police,7
8,1729268694520,18/10/2024 16:24:54,1729268694062,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_gun,7
9,1729268694520,18/10/2024 16:24:54,1729268694063,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_immigration,7
10,1729268694520,18/10/2024 16:24:54,1729268694063,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_media,7
11,1729268694520,18/10/2024 16:24:54,1729268694063,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,comf_voting,7
12,1729268694520,18/10/2024 16:24:54,1729268694063,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,OpenEnded,our views on diff things versus our political party
13,1729268694520,18/10/2024 16:24:54,1729268694063,-4,18/10/2024 12:24:54,187086,12,questionnaire-xwu3,,40749848,o4tnluza,11889648,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1600x900,1592x742,,,,Purpose/Comfort Exit Questions,3,No,END QUESTIONNAIRE,74058
1,1729268642312,18/10/2024 16:24:02,1729268640060,-5,18/10/2024 11:24:00,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,BEGIN QUESTIONNAIRE,
2,1729268681750,18/10/2024 16:24:41,1729268679540,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_religion,1
3,1729268681906,18/10/2024 16:24:41,1729268679541,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_science,6
4,1729268681906,18/10/2024 16:24:41,1729268679541,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_healthcare,5
5,1729268681906,18/10/2024 16:24:41,1729268679541,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_community,4
6,1729268681906,18/10/2024 16:24:41,1729268679541,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_firefighter,7
7,1729268681906,18/10/2024 16:24:41,1729268679541,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_police,2
8,1729268681906,18/10/2024 16:24:41,1729268679541,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_gun,3
9,1729268681906,18/10/2024 16:24:41,1729268679541,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_immigration,5
10,1729268681906,18/10/2024 16:24:41,1729268679541,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_media,3
11,1729268681906,18/10/2024 16:24:41,1729268679542,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,comf_voting,7
12,1729268681906,18/10/2024 16:24:41,1729268679542,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,OpenEnded,"I'm not too sure, sorry."
13,1729268681906,18/10/2024 16:24:41,1729268679542,-5,18/10/2024 11:24:39,187086,12,questionnaire-xwu3,,40749870,uuwwuq9a,11889644,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,END QUESTIONNAIRE,39482
1,1729268762653,18/10/2024 16:26:02,1729268762583,-4,18/10/2024 12:26:02,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,BEGIN QUESTIONNAIRE,
2,1729268799882,18/10/2024 16:26:39,1729268799854,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_religion,7
3,1729268800015,18/10/2024 16:26:40,1729268799855,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_science,7
4,1729268800015,18/10/2024 16:26:40,1729268799855,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_healthcare,7
5,1729268800015,18/10/2024 16:26:40,1729268799855,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_community,7
6,1729268800015,18/10/2024 16:26:40,1729268799855,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_firefighter,7
7,1729268800015,18/10/2024 16:26:40,1729268799855,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_police,7
8,1729268800015,18/10/2024 16:26:40,1729268799855,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_gun,7
9,1729268800015,18/10/2024 16:26:40,1729268799855,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_immigration,7
10,1729268800015,18/10/2024 16:26:40,1729268799856,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_media,7
11,1729268800015,18/10/2024 16:26:40,1729268799856,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,comf_voting,7
12,1729268800015,18/10/2024 16:26:40,1729268799856,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,OpenEnded,I'm not sure.
13,1729268800015,18/10/2024 16:26:40,1729268799856,-4,18/10/2024 12:26:39,187086,12,questionnaire-xwu3,,40749948,luw8v74r,11889643,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,1657x1127,,,,Purpose/Comfort Exit Questions,3,No,END QUESTIONNAIRE,37273
1,1729268832231,18/10/2024 16:27:12,1729268832081,-7,18/10/2024 09:27:12,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,BEGIN QUESTIONNAIRE,
2,1729268914408,18/10/2024 16:28:34,1729268914313,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_religion,3
3,1729268914775,18/10/2024 16:28:34,1729268914317,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_science,5
4,1729268914775,18/10/2024 16:28:34,1729268914317,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_healthcare,5
5,1729268914775,18/10/2024 16:28:34,1729268914318,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_community,5
6,1729268914775,18/10/2024 16:28:34,1729268914318,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_firefighter,5
7,1729268914775,18/10/2024 16:28:34,1729268914318,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_police,5
8,1729268914775,18/10/2024 16:28:34,1729268914319,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_gun,5
9,1729268914775,18/10/2024 16:28:34,1729268914319,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_immigration,5
10,1729268914775,18/10/2024 16:28:34,1729268914319,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_media,3
11,1729268914775,18/10/2024 16:28:34,1729268914320,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,comf_voting,6
12,1729268914775,18/10/2024 16:28:34,1729268914320,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,OpenEnded,measure how citizens associate concepts with politics
13,1729268914775,18/10/2024 16:28:34,1729268914320,-7,18/10/2024 09:28:34,187086,12,questionnaire-xwu3,,40749985,zk6dch3n,11889651,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 129.0.0.0,1280x800,1280x625,,,,Purpose/Comfort Exit Questions,3,No,END QUESTIONNAIRE,82239
1,1729268918677,18/10/2024 16:28:38,1729268918550,-4,18/10/2024 12:28:38,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,BEGIN QUESTIONNAIRE,
2,1729268959805,18/10/2024 16:29:19,1729268958940,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_religion,1
3,1729268959980,18/10/2024 16:29:19,1729268958942,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_science,7
4,1729268959980,18/10/2024 16:29:19,1729268958942,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_healthcare,7
5,1729268959980,18/10/2024 16:29:19,1729268958942,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_community,7
6,1729268959980,18/10/2024 16:29:19,1729268958942,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_firefighter,7
7,1729268959980,18/10/2024 16:29:19,1729268958942,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_police,1
8,1729268959980,18/10/2024 16:29:19,1729268958942,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_gun,1
9,1729268959980,18/10/2024 16:29:19,1729268958943,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_immigration,6
10,1729268959980,18/10/2024 16:29:19,1729268958943,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_media,2
11,1729268959980,18/10/2024 16:29:19,1729268958943,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,comf_voting,7
12,1729268959980,18/10/2024 16:29:19,1729268958943,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,OpenEnded,To assess how a group of people in the USA feel about certain groups and politics. 
13,1729268959980,18/10/2024 16:29:19,1729268958943,-4,18/10/2024 12:29:18,187086,12,questionnaire-xwu3,,40750026,b5bzb4n8,11889649,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1470x956,1442x676,,,,Purpose/Comfort Exit Questions,3,No,END QUESTIONNAIRE,40393
1,1729269009492,18/10/2024 16:30:09,1729269010956,-4,18/10/2024 12:30:10,187086,12,questionnaire-xwu3,,40750067,upb3d4jf,11889652,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,BEGIN QUESTIONNAIRE,
2,1729269054156,18/10/2024 16:30:54,1729269055649,-4,18/10/2024 12:30:55,187086,12,questionnaire-xwu3,,40750067,upb3d4jf,11889652,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,comf_religion,5
3,1729269054309,18/10/2024 16:30:54,1729269055651,-4,18/10/2024 12:30:55,187086,12,questionnaire-xwu3,,40750067,upb3d4jf,11889652,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,comf_science,5
4,1729269054309,18/10/2024 16:30:54,1729269055651,-4,18/10/2024 12:30:55,187086,12,questionnaire-xwu3,,40750067,upb3d4jf,11889652,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,comf_healthcare,7
5,1729269054309,18/10/2024 16:30:54,1729269055652,-4,18/10/2024 12:30:55,187086,12,questionnaire-xwu3,,40750067,upb3d4jf,11889652,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,comf_community,7
6,1729269054309,18/10/2024 16:30:54,1729269055652,-4,18/10/2024 12:30:55,187086,12,questionnaire-xwu3,,40750067,upb3d4jf,11889652,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,comf_firefighter,7
7,1729269054309,18/10/2024 16:30:54,1729269055652,-4,18/10/2024 12:30:55,187086,12,questionnaire-xwu3,,40750067,upb3d4jf,11889652,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,comf_police,6
8,1729269054309,18/10/2024 16:30:54,1729269055652,-4,18/10/2024 12:30:55,187086,12,questionnaire-xwu3,,40750067,upb3d4jf,11889652,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,comf_gun,5
