ParticipantID,DoB_month,DoB_year,5yr_US,SexAssigned,Gender,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latino,Native Hawaiian or other Pacific Islander,White,Occupation,zipBorn,zip10,zipNow,IncBracket_growingUp,familySize_growingUp,parentsMarital,parentsEdu,partEdu,partIncome,partMarital,partNumChildren,parentsMarital_other,parentsEdu_other,partEdu_other
11891232,5,37,Yes,Male,Male,0,0,1,0,0,0,unemployed,77082,77082,77082,"$25,001-$40,499",7,Married,__other,Some college,"Less than $12,500",Single,1,,i dont know,
11891245,3,28,Yes,Male,Male,0,0,1,0,0,0,Financial Manager,11235,11235,11235,"Less than $25,000",7,Divorced,Associate's degree (2 years of college),Bachelor's degree (4 years of college),"$22,500-$42,999",Single,0,,,
11891249,8,41,Yes,Female,Female,0,0,1,0,0,0,Freelance copywriter,23605,23605,23605,"Less than $25,000",3,Never married,Bachelor's degree (4 years of college),Master's degree,"$22,500-$42,999",Single,0,,,
11891261,8,19,Yes,Female,Female,0,0,1,0,0,0,College work-study ,89115,89115,89115,Don't know,4,Married,Bachelor's degree (4 years of college),Some college,"Less than $12,500",Single,0,,,
11891267,7,39,Yes,Male,Male,0,0,1,0,0,0,Road maintenance worker ,94501,94501,94577,"More than $78,000",4,Married,Highschool degree,Some college,"$42,500-$80,000",Single,1,,,
11891268,7,43,Yes,Female,Female,0,0,1,0,0,0,Data Processor,77004,77004,77077,"$45,500-$55,999",4,Married,Bachelor's degree (4 years of college),Some college,"Less than $12,500",Single,0,,,
11891269,3,42,Yes,Male,Male,0,0,1,0,0,0,care taker,21601,21601,21673,"Less than $25,000",3,Never married,Highschool degree,Some college,"$42,500-$80,000",Single,0,,,
11891270,3,20,Yes,Female,Female,0,0,1,0,0,0,Media intern,76018,76018,76018,"Less than $25,000",5,Married,Bachelor's degree (4 years of college),Associate's degree (2 years of college),"Less than $12,500",Single,0,,,
11891274,2,23,Yes,Male,Male,0,0,1,0,0,0,teacher,10523,10523,33179,"$56,000-$78,000",4,Never married,Bachelor's degree (4 years of college),Master's degree,"$42,500-$80,000",Single,0,,,
11891279,11,36,Yes,Male,Male,0,0,1,0,0,0,unemployed,20019,20020,95355,"$45,500-$55,999",8,Married,Bachelor's degree (4 years of college),Associate's degree (2 years of college),"$42,500-$80,000",Married,0,,,
11891280,9,35,Yes,Female,Female,0,0,1,0,0,0,Certified Nursing Aide,55429,55429,75935,"$25,001-$40,499",10,Married,Some highschool,Some college,"$42,500-$80,000",Married,4,,,
11891291,10,23,Yes,Female,Female,0,0,1,0,0,0,Cashier,29918,29918,29918,"Less than $25,000",5,Never married,Some college,Master's degree,"Less than $12,500",Single,0,,,
11891314,0,35,Yes,Male,Male,0,0,1,0,0,0,Construction,11201,11211,11211,"More than $78,000",4,Married,Doctoral degree,Doctoral degree,"More than $80,000",Married,2,,,
11891322,4,58,Yes,Male,Male,0,0,0,0,0,1,Software developer,84092,84065,84337,"Less than $25,000",6,Widowed,Some college,Bachelor's degree (4 years of college),"$42,500-$80,000",Married,1,,,
11891325,3,56,Yes,Female,Female,0,0,1,0,0,0,self-employed,27616,27603,27604,"$25,001-$40,499",16,Married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"$22,500-$42,999",Single,2,,,
11891335,11,32,Yes,Female,Female,0,0,1,0,0,0,Tutor,11354,77031,77357,"More than $78,000",5,Married,Some college,Master's degree,"$42,500-$80,000",Single,0,,,
11891337,1,25,Yes,Female,Female,0,0,1,1,0,0,Coordinator for Academic Integrity,16648,16602,24060,"$25,001-$40,499",7,Married,Associate's degree (2 years of college),Master's degree,"$42,500-$80,000",Single,0,,,
11891341,7,48,Yes,Female,Female,0,0,1,0,0,0,elementary teacher,15235,15235,33023,"$45,500-$55,999",3,Never married,Highschool degree,Bachelor's degree (4 years of college),"$42,500-$80,000",Married,2,,,
11891344,9,44,Yes,Female,Female,0,0,1,0,0,1,self employed,46901,46901,47164,"More than $78,000",5,Divorced,Associate's degree (2 years of college),Some college,"$42,500-$80,000",Married,1,,,
11891725,1,24,Yes,Male,Male,0,0,1,0,0,0,IT Specialist,10118,10118,10118,"More than $78,000",5,Married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"$42,500-$80,000",Married,1,,,
11891726,1,31,Yes,Male,Male,0,0,1,0,0,0,software developer,21203,21203,21206,"More than $78,000",4,Married,Doctoral degree,Master's degree,"$42,500-$80,000",Married,2,,,
11891727,6,55,Yes,Female,Female,0,0,1,0,0,0,Administrative Assistant Lead,75040,75214,75040,"Less than $25,000",4,Married,Highschool degree,Bachelor's degree (4 years of college),"$42,500-$80,000",Married,1,,,
11891728,8,37,Yes,Male,Male,0,0,1,0,0,0,Systems Administrator,74403,30066,33309,"$45,500-$55,999",5,Widowed,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"More than $80,000",Single,0,,,
11891730,1,20,Yes,Female,Female,0,0,1,0,0,0,Marketing and Sales,33101,33111,73301,"$25,001-$40,499",5,Married,Bachelor's degree (4 years of college),Master's degree,"More than $80,000",Married,0,,,
11891731,9,22,Yes,Male,Male,0,0,1,0,0,0,Information technology,7,7,7,"More than $78,000",4,Married,Master's degree,Bachelor's degree (4 years of college),"$22,500-$42,999",Single,0,,,
11891732,3,25,Yes,Female,Female,0,0,1,0,0,0,Manufacturing,23507,23504,23462,"$56,000-$78,000",5,Married,Associate's degree (2 years of college),Highschool degree,"$22,500-$42,999",Single,0,,,
11891742,3,40,Yes,Male,Male,0,0,1,0,0,0,Information Technology,23701,23701,23323,"$25,001-$40,499",4,Married,Highschool degree,Highschool degree,"$22,500-$42,999",Single,0,,,
11891758,4,33,Yes,Male,Male,0,0,1,0,0,0,doctor,10977,10977,10977,"More than $78,000",3,Widowed,Bachelor's degree (4 years of college),Doctoral degree,"More than $80,000",Single,0,,,
11891759,8,61,Yes,Female,Female,0,0,1,0,0,0,retired clerk,48219,48219,30453,"$25,001-$40,499",2,Never married,Master's degree,Associate's degree (2 years of college),"$22,500-$42,999",Single,0,,,
11891762,11,71,Yes,Female,Female,0,0,1,0,0,0,"Market Research, Sole Proprietor",10103,7712,7712,"$56,000-$78,000",4,__other,Highschool degree,Some college,"$42,500-$80,000",Married,5,Married but deceased,,
11891770,5,38,Yes,Female,Female,0,0,1,0,0,0,homemaker/homeschool teacher,30909,30909,30909,Don't know,4,Widowed,Associate's degree (2 years of college),Master's degree,"More than $80,000",Married,2,,,
11891777,4,24,Yes,Female,Female,0,0,1,1,0,0,Housemaker,734,32940,32940,"More than $78,000",4,Never married,Highschool degree,Highschool degree,"More than $80,000",Single,1,,,
11891787,6,28,Yes,Female,Female,0,0,1,0,0,0,Budget analyst,33604,33604,92110,Don't know,5,Married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"$42,500-$80,000",Single,1,,,
11891793,7,30,Yes,Female,Female,0,0,1,0,0,0,sales,77081,95826,77081,"More than $78,000",5,Never married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"More than $80,000",Single,0,,,
11891797,4,47,Yes,Female,Female,0,0,1,0,0,0,Editor,70501,70501,89169,Don't know,6,Married,Some college,Bachelor's degree (4 years of college),"$12,501-$22,499",Single,0,,,
11891810,7,28,Yes,Male,Male,0,0,1,0,0,0,Information technology,3,5,7,"More than $78,000",5,Married,Doctoral degree,Bachelor's degree (4 years of college),"$22,500-$42,999",Single,0,,,
11891819,11,23,Yes,Female,Female,0,0,1,0,0,0,singer,73162,73162,27704,"$45,500-$55,999",4,Never married,Associate's degree (2 years of college),Bachelor's degree (4 years of college),"$12,501-$22,499",Single,0,,,
11891923,2,32,Yes,Female,Female,0,0,1,0,0,0,Flight Attendant,36117,36117,36106,"$56,000-$78,000",5,Divorced,Doctoral degree,Bachelor's degree (4 years of college),"$42,500-$80,000",Divorced,0,,,
11891926,2,54,Yes,Female,Female,0,0,1,0,0,0,Writer,10029,10032,7631,"More than $78,000",6,Divorced,Associate's degree (2 years of college),Bachelor's degree (4 years of college),"$42,500-$80,000",Single,1,,,
11891941,9,44,Yes,Female,Female,0,0,1,0,0,0,AI Data Trainer,94110,95207,95204,Don't know,4,Never married,Bachelor's degree (4 years of college),Some college,"$42,500-$80,000",Single,0,,,
11891944,4,35,Yes,Male,Male,0,0,1,0,0,0,Retired veteran,33147,33147,33147,"$45,500-$55,999",4,Never married,Some college,Associate's degree (2 years of college),"$42,500-$80,000",Single,0,,,
11891956,7,24,Yes,Female,Female,0,0,1,0,0,0,Administrative assistant,75270,75270,75270,"$45,500-$55,999",5,Married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"Less than $12,500",Single,0,,,
11891961,0,54,Yes,Male,Male,0,0,1,0,0,0,Business Consultant,60610,60610,75220,"$56,000-$78,000",4,__other,Associate's degree (2 years of college),Bachelor's degree (4 years of college),"More than $80,000",Married,3,My parents are dead,,
11891966,10,40,Yes,Female,Female,0,0,1,0,0,0,cleaner,94203,93550,90250,"$25,001-$40,499",4,Widowed,Associate's degree (2 years of college),Some college,"$42,500-$80,000",Single,4,,,
11891970,9,27,Yes,Female,Female,0,0,1,0,0,0,Full-Time Student,30350,30350,30350,"Less than $25,000",2,Never married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"$12,501-$22,499",Single,0,,,
11891973,1,39,Yes,Female,Female,0,0,1,0,0,0,homemaker,6614,36109,36109,Don't know,7,Married,Bachelor's degree (4 years of college),Master's degree,"Less than $12,500",Married,4,,,
11891981,7,26,Yes,Male,Male,0,0,1,0,0,0,Construction,77876,77876,77876,"More than $78,000",5,Married,Master's degree,Bachelor's degree (4 years of college),"$42,500-$80,000",Single,0,,,
11891997,1,24,Yes,Female,Female,0,0,1,0,0,0,An Accountant.,51101,51101,51101,"More than $78,000",6,Married,Bachelor's degree (4 years of college),Some college,"$42,500-$80,000",Single,0,,,
11892003,8,42,Yes,Male,Male,0,0,1,0,0,0,Operations Aide,21237,21206,21213,"Less than $25,000",4,Never married,__other,Some college,"$22,500-$42,999",Single,0,,"my mother never graduated high school; i don't know what my father did — and since he's been dead (for a decade now), i don't reckon asking is possible",
11892012,3,28,Yes,Female,Female,0,0,1,0,0,0,student,10001,10001,10001,Don't know,5,Divorced,Bachelor's degree (4 years of college),Some college,"$12,501-$22,499",Single,0,,,
11892022,2,37,Yes,Male,Male,0,0,1,0,0,0,Warehouse associate,27101,27101,27401,"$25,001-$40,499",4,Never married,Some highschool,Associate's degree (2 years of college),"$22,500-$42,999",Single,0,,,
11892023,6,43,Yes,Female,Female,0,0,1,0,0,0,CSM,5753,1002,17109,"$45,500-$55,999",4,Widowed,Bachelor's degree (4 years of college),__other,"More than $80,000",Divorced,2,,,Juris Doctorate
11892024,3,27,Yes,Male,Male,0,0,1,0,0,0,Unemployed,77096,77002,77051,"Less than $25,000",3,Never married,Highschool degree,Highschool degree,"Less than $12,500",Single,0,,,
11892037,3,55,Yes,Female,Female,0,0,1,0,0,0,Retired,39534,39501,39503,"Less than $25,000",8,Married,Associate's degree (2 years of college),Bachelor's degree (4 years of college),"$22,500-$42,999",Single,1,,,
11892045,11,53,Yes,Female,Female,0,0,1,0,0,0,DISABLED,44405,44405,98108,"Less than $25,000",4,__other,No highschool,Some college,"$22,500-$42,999",Married,0,BOTH DECEASED,,
11892051,3,25,Yes,Female,Female,0,0,1,0,0,0,Business Owner,46404,46404,46404,"$56,000-$78,000",3,Never married,Bachelor's degree (4 years of college),Some college,"Less than $12,500",Married,0,,,
11892054,2,29,Yes,Male,Male,0,0,1,0,0,0,Software engineer,60148,60148,60148,"More than $78,000",4,Married,Master's degree,Bachelor's degree (4 years of college),"$42,500-$80,000",Single,0,,,
11892065,10,65,Yes,Female,Female,0,0,1,0,0,0,Currently unemployed but seeking remote position,48238,48221,85044,"$45,500-$55,999",6,__other,Master's degree,Master's degree,"$42,500-$80,000",Married,4,My parents are both deceased. They were married 52 years as of 2010 when my father passed away.,,
11892067,11,31,Yes,Male,Male,0,0,1,0,0,0,Tutor,10469,10569,11581,"Less than $25,000",4,Never married,Master's degree,Associate's degree (2 years of college),"Less than $12,500",Single,0,,,
11892079,5,36,Yes,Female,Female,0,0,1,0,0,0,Independent Contractor,60604,60409,46375,"$45,500-$55,999",4,Never married,Highschool degree,Some college,"$22,500-$42,999",Single,0,,,
11892162,7,21,Yes,Female,Female,0,0,1,0,0,0,Warehouse Associate,38637,38637,38152,"$56,000-$78,000",11,Never married,Highschool degree,Some college,"$42,500-$80,000",Single,0,,,
11892163,4,24,Yes,Male,Male,0,0,1,0,0,0,"Information Technology
",10013,10013,10012,"More than $78,000",2,Married,Associate's degree (2 years of college),Bachelor's degree (4 years of college),"$42,500-$80,000",Single,0,,,
11892169,1,34,Yes,Male,Male,0,0,1,0,0,0,Software Engineer,75002,75002,75006,"More than $78,000",5,Married,Doctoral degree,Doctoral degree,"More than $80,000",Married,2,,,
11892172,2,18,Yes,Male,Male,0,0,1,0,0,0,,10452,10452,10452,Don't know,3,Married,Some college,Some college,"Less than $12,500",Single,0,,,
11892173,3,51,Yes,Male,Male,0,0,1,0,0,0,Unemployed,10025,10025,10025,Don't know,6,__other,Highschool degree,Bachelor's degree (4 years of college),"Less than $12,500",Single,0,Both are deceased,,
11892178,3,43,Yes,Female,Female,0,0,1,0,0,0,Homemaker,77061,77026,77449,"$56,000-$78,000",4,Widowed,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"Less than $12,500",Married,2,,,
11892182,7,38,Yes,Male,Male,0,0,1,0,0,0,Lecturer,6114,6114,53204,"$56,000-$78,000",5,Divorced,Bachelor's degree (4 years of college),Doctoral degree,"More than $80,000",Married,0,,,
11892183,2,65,Yes,Female,Female,0,0,1,0,0,0,Solopreneur in the Professional Services Industry,45805,45805,45013,Don't know,4,Married,Doctoral degree,Bachelor's degree (4 years of college),"$12,501-$22,499",Single,0,,,
11892194,1,34,Yes,Male,Male,0,0,1,0,0,0,Finance,10001,10001,10001,"More than $78,000",5,Married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"$42,500-$80,000",Single,0,,,
11892195,2,42,Yes,Female,Female,0,0,1,0,0,0,unemployed,75208,75215,75204,"Less than $25,000",4,Never married,Associate's degree (2 years of college),Some college,"Less than $12,500",Single,1,,,
11892201,2,28,Yes,Female,Female,0,0,1,0,0,0,Executive secretary,80252,80252,10100,"$25,001-$40,499",6,Married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"Less than $12,500",Married,2,,,
11892205,2,29,Yes,Female,Female,0,0,1,0,0,0,Freelancer,27703,27707,27704,"Less than $25,000",6,Widowed,Highschool degree,Some college,"$12,501-$22,499",Single,5,,,
11892208,5,26,Yes,Male,Male,0,0,1,0,0,0,Game Dev,46077,60031,46342,"$45,500-$55,999",5,Divorced and remarried (one),Bachelor's degree (4 years of college),Some college,"More than $80,000",Single,0,,,
11892213,10,40,Yes,Female,Female,0,0,1,0,0,0,nutritionist,11216,11201,11201,"$56,000-$78,000",4,Never married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"$42,500-$80,000",Single,1,,,
11892214,9,43,Yes,Male,Male,0,0,1,0,0,0,"homemaker, business owner",67420,67420,67420,"$25,001-$40,499",4,Married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"$22,500-$42,999",Married,-3,,,
11892222,11,40,Yes,Female,Female,0,0,1,0,0,0,homemaker,77053,77053,77489,"$56,000-$78,000",4,Married,Some college,Master's degree,"$42,500-$80,000",Married,2,,,
11892224,1,38,Yes,Female,Female,0,0,1,0,0,0,Financial Analysis,77083,77083,77083,"$45,500-$55,999",4,Divorced,Associate's degree (2 years of college),Bachelor's degree (4 years of college),"$42,500-$80,000",Single,1,,,
11892250,1,31,Yes,Male,Male,0,0,1,0,0,0,App developer,55001,55001,55003,"More than $78,000",5,Married,Doctoral degree,Doctoral degree,"More than $80,000",Married,2,,,
11907089,4,31,Yes,Female,Female,0,0,0,0,0,1,Unemployed,16686,16686,16601,"More than $78,000",3,Married,Some college,Bachelor's degree (4 years of college),"More than $80,000",Single,0,,,
11907092,5,49,Yes,Female,Female,0,0,0,0,0,1,Teacher,76016,76016,76016,"More than $78,000",4,Married,Master's degree,Bachelor's degree (4 years of college),"More than $80,000",Married,2,,,
11907093,8,41,Yes,Female,Female,0,0,0,0,0,1,therapist,58078,58078,58078,"More than $78,000",2,Widowed,Highschool degree,Master's degree,"More than $80,000",Married,3,,,
11907094,3,31,Yes,Female,Female,0,0,1,0,0,0,secretary,60617,60617,46324,"$45,500-$55,999",2,Divorced,Master's degree,Master's degree,"$42,500-$80,000",Single,0,,,
11907097,7,51,Yes,Female,Female,0,0,1,0,0,0,administrative assistant,10002,10002,27615,"Less than $25,000",3,Never married,Bachelor's degree (4 years of college),Some college,"More than $80,000",Married,0,,,
11907098,5,46,Yes,Female,Female,0,0,0,0,0,1,desk administration,45044,45044,45044,"$56,000-$78,000",7,Married,Some college,Bachelor's degree (4 years of college),"More than $80,000",Married,3,,,
11907099,2,36,Yes,Male,Male,0,0,0,0,0,1,Tech Field,8232,8232,8232,"More than $78,000",4,Never married,Highschool degree,Highschool degree,"$12,501-$22,499",Single,0,,,
11907109,10,44,Yes,Male,Male,0,0,0,0,0,1,Business Owner,85006,99603,85209,"$25,001-$40,499",5,Divorced,Associate's degree (2 years of college),Some college,"$22,500-$42,999",Single,0,,,
11907111,11,32,Yes,Male,Male,0,0,0,0,0,1,"Disabled, unable to work",77450,77450,80016,"More than $78,000",6,Married,Bachelor's degree (4 years of college),Master's degree,"$12,501-$22,499",Married,0,,,
11907112,9,63,Yes,Male,Male,0,0,0,0,0,1,Public safety consultant,1201,25414,25438,"Less than $25,000",8,__other,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"More than $80,000",Widowed,2,deceased,,
11907116,5,22,Yes,Female,Female,0,0,1,0,0,0,assistant,55001,55001,55001,"More than $78,000",6,Married,Some college,Associate's degree (2 years of college),"$42,500-$80,000",Single,0,,,
11907118,3,40,Yes,Female,Female,0,0,1,0,0,0,Homemaker,62703,62702,62702,"Less than $25,000",5,Never married,Some college,Associate's degree (2 years of college),"$12,501-$22,499",Single,4,,,
11907133,9,28,Yes,Female,Female,0,0,1,0,0,0,Director,10001,10001,10001,"More than $78,000",5,Married,Doctoral degree,Bachelor's degree (4 years of college),"$42,500-$80,000",Single,0,,,
11907136,8,27,Yes,Female,Female,0,0,0,0,0,1,Arts,10001,10001,10001,"More than $78,000",6,Married,Doctoral degree,Bachelor's degree (4 years of college),"$42,500-$80,000",Single,0,,,
11907139,3,35,Yes,Female,Female,0,0,1,0,0,1,Student,20170,26175,10956,"Less than $25,000",4,Married,Highschool degree,Bachelor's degree (4 years of college),"Less than $12,500",Single,1,,,
11907152,1,41,Yes,Female,Female,0,0,1,0,0,0,Finance,11691,11691,11691,"$25,001-$40,499",6,Married,Some highschool,Bachelor's degree (4 years of college),"$22,500-$42,999",Single,1,,,
11907171,0,52,Yes,Female,Female,0,0,1,0,0,0,Production Analyst,39180,39180,30213,"Less than $25,000",4,Never married,Some college,Some college,"$42,500-$80,000",Single,0,,,
11907173,9,22,Yes,Female,Female,0,0,1,0,0,1,Sales Associate,28001,28001,28001,"$25,001-$40,499",4,Never married,Some college,Some college,"Less than $12,500",Single,0,,,
11907178,3,58,Yes,Female,Female,0,0,1,0,0,0,Information Systems,60153,60153,27401,"$45,500-$55,999",3,__other,Highschool degree,Highschool degree,"$42,500-$80,000",Single,0,Deceased,,
11907362,6,31,Yes,Male,Male,0,0,0,0,0,1,Software Engineer,78753,78753,78753,"$25,001-$40,499",4,Married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"$22,500-$42,999",Married,1,,,
11907431,2,26,Yes,Female,Female,0,0,1,0,0,0,business manager,10118,10118,10118,"More than $78,000",3,Married,Bachelor's degree (4 years of college),Bachelor's degree (4 years of college),"$22,500-$42,999",Single,0,,,
