,Metric,Obvserved,Null_Mean,Null_Std,Permutation p-val,itemID
189,precision_class1,0.7142857142857143,0.6198408506331443,0.018022792115580995,9.999000099990002e-05,8
190,recall_class0,0.6568627450980392,0.5444897058823529,0.038693077073954064,0.0021997800219978004,8
191,recall_class1,0.6272401433691757,0.5427609318996416,0.03749663916777443,0.011498850114988501,8
192,balanced_accuracy,0.6420514442336074,0.5436253188909972,0.018462605314761484,9.999000099990002e-05,8
193,mcc,0.28068636343249515,0.08639112542594637,0.03656154915780254,9.999000099990002e-05,8
194,roc_auc,0.6718233888537494,0.561067018061705,0.018642403963059946,9.999000099990002e-05,8
195,pr_auc,0.7303231886878487,0.6316632854506479,0.01835930318525416,9.999000099990002e-05,8
196,brier,0.22893249078898778,0.24684143929755215,0.0018062982575777033,1.0,8
197,log_loss,0.6501192356894491,0.6867786929895344,0.003671495024289039,1.0,8
198,accuracy,0.6169772256728778,0.5438846790890268,0.01861599715516893,0.00019998000199980003,9
199,precision_macro,0.6161464585834333,0.5435411163435379,0.01810277610133763,0.00019998000199980003,9
200,precision_micro,0.6169772256728778,0.5438846790890268,0.01861599715516893,0.00019998000199980003,9
201,precision_weighted,0.622911276311767,0.5504505134832546,0.018068797808647407,0.00019998000199980003,9
202,recall_macro,0.6177621283255086,0.5439501251956181,0.01827327538793683,0.00019998000199980003,9
203,recall_micro,0.6169772256728778,0.5438846790890268,0.01861599715516893,0.00019998000199980003,9
204,recall_weighted,0.6169772256728778,0.5438846790890268,0.01861599715516893,0.00019998000199980003,9
205,f1_macro,0.6152885712440532,0.5415131772712031,0.018344138379739063,0.00019998000199980003,9
206,f1_micro,0.6169772256728778,0.5438846790890268,0.01861599715516893,0.00019998000199980003,9
207,f1_weighted,0.6182964869453972,0.5449454098216058,0.018572038069128098,0.00019998000199980003,9
208,f1_class0,0.5898004434589801,0.5124295225020005,0.02306648612687817,0.0005999400059994001,9
209,f1_class1,0.6407766990291263,0.5705968320404057,0.02486583933377018,0.001999800019998,9
210,precision_class0,0.5588235294117647,0.48499306689646454,0.018695847367947514,0.0004999500049995,9
211,precision_class1,0.673469387755102,0.6020891657906111,0.018063689337863984,0.00029997000299970003,9
212,recall_class0,0.6244131455399061,0.5445046948356808,0.038790738961562335,0.0211978802119788,9
213,recall_class1,0.6111111111111112,0.5433955555555556,0.03806830234322865,0.0425957404259574,9
214,balanced_accuracy,0.6177621283255086,0.5439501251956181,0.01827327538793683,0.00019998000199980003,9
215,mcc,0.23390300690889507,0.08748976808940499,0.036374027003110196,0.00019998000199980003,9
216,roc_auc,0.6322987306555382,0.5610310545992001,0.01854602867571363,9.999000099990002e-05,9
217,pr_auc,0.6795877848078327,0.6137655638780893,0.018626147279637167,0.00029997000299970003,9
218,brier,0.23692304554508453,0.24685436060843322,0.0017854960055160049,1.0,9
219,log_loss,0.6666267248173686,0.6868066989060135,0.0036261028408500562,1.0,9
220,accuracy,0.577639751552795,0.5466393374741201,0.022814422112283367,0.09959004099590041,10
221,precision_macro,0.5679841897233202,0.5399202806896622,0.016756960136152407,0.049295070492950704,10
222,precision_micro,0.577639751552795,0.5466393374741201,0.022814422112283367,0.09959004099590041,10
223,precision_weighted,0.651525789900081,0.6241860162581059,0.016411667194585713,0.04939506049395061,10
224,recall_macro,0.5816984015530131,0.5477954256329768,0.020039080139467785,0.047495250474952504,10
225,recall_micro,0.577639751552795,0.5466393374741201,0.022814422112283367,0.09959004099590041,10
226,recall_weighted,0.577639751552795,0.5466393374741201,0.02281442211228337,0.09959004099590041,10
227,f1_macro,0.5540892798957315,0.522500447581464,0.019622802837287137,0.057394260573942604,10
228,f1_micro,0.577639751552795,0.5466393374741201,0.022814422112283367,0.09959004099590041,10
229,f1_weighted,0.5963103957493859,0.5662258247040544,0.021693263306882194,0.08249175082491751,10
230,f1_class0,0.45161290322580644,0.41637302471608145,0.0220703491814856,0.0552944705529447,10
231,f1_class1,0.6565656565656566,0.6286278704468464,0.02686323656576894,0.1553844615538446,10
232,precision_class0,0.3652173913043478,0.3353959074255503,0.017940344161455343,0.053094690530946904,10
233,precision_class1,0.7707509881422925,0.744444653953774,0.016078581810944747,0.0547945205479452,10
234,recall_class0,0.5915492957746479,0.5506014084507042,0.04188866236276163,0.18488151184881513,10
235,recall_class1,0.5718475073313783,0.5449894428152493,0.037066128760765406,0.2455754424557544,10
236,balanced_accuracy,0.5816984015530131,0.5477954256329768,0.020039080139467785,0.047495250474952504,10
237,mcc,0.14905300575663727,0.087360670111025,0.036646623932281235,0.04839516048395161,10
238,roc_auc,0.6271632728924869,0.5665086737433398,0.020284722447506624,0.0031996800319968005,10
239,pr_auc,0.7994019241271769,0.753826513685015,0.015513568292038014,0.0027997200279972004,10
240,brier,0.23687407581315117,0.2462910416985212,0.00212739096502035,0.9984001599840016,10
241,log_loss,0.6662959621515447,0.6856528956841261,0.004336244663468551,0.9985001499850015,10
242,accuracy,0.6418219461697723,0.5441668737060041,0.019956666445639513,9.999000099990002e-05,11
243,precision_macro,0.6371067454320649,0.5419938786890877,0.017660214524377466,9.999000099990002e-05,11
244,precision_micro,0.6418219461697723,0.5441668737060041,0.019956666445639513,9.999000099990002e-05,11
245,precision_weighted,0.6671351290774648,0.5731526491337189,0.017538383221879186,9.999000099990002e-05,11
246,recall_macro,0.6460612491310234,0.5445871217664923,0.018748660748446843,9.999000099990002e-05,11
247,recall_micro,0.6418219461697723,0.5441668737060041,0.019956666445639513,9.999000099990002e-05,11
248,recall_weighted,0.6418219461697723,0.5441668737060041,0.019956666445639513,9.999000099990002e-05,11
249,f1_macro,0.6341373708891409,0.5352535250280592,0.018727651744913372,9.999000099990002e-05,11
250,f1_micro,0.6418219461697723,0.5441668737060041,0.019956666445639513,9.999000099990002e-05,11
251,f1_weighted,0.6474207081599465,0.5508965268091135,0.019596450685337996,9.999000099990002e-05,11
252,f1_class0,0.5811138014527845,0.47281079891029715,0.022433623485291536,9.999000099990002e-05,11
253,f1_class1,0.6871609403254972,0.5976962511458214,0.02558740216477276,0.00029997000299970003,11
254,precision_class0,0.5172413793103449,0.41761630741010514,0.018461012741476473,9.999000099990002e-05,11
255,precision_class1,0.7569721115537849,0.6663714499680703,0.017373614706478715,9.999000099990002e-05,11
256,recall_class0,0.6629834254143646,0.546264640883978,0.03963030220649275,0.0016998300169983002,11
257,recall_class1,0.6291390728476821,0.5429096026490066,0.0371568604352809,0.008799120087991202,11
258,balanced_accuracy,0.6460612491310234,0.5445871217664923,0.018748660748446843,9.999000099990002e-05,11
259,mcc,0.2830263768774679,0.08654162584658565,0.03639082519130974,9.999000099990002e-05,11
260,roc_auc,0.6820917639310673,0.5625638853316747,0.019224278294891487,9.999000099990002e-05,11
261,pr_auc,0.75355220326899,0.6774186964862131,0.017679731191443046,0.00019998000199980003,11
262,brier,0.22418144581702626,0.2466888719994684,0.0019359942202958886,1.0,11
263,log_loss,0.6396818154857711,0.6864666413522275,0.003940937186001248,1.0,11
264,accuracy,0.6045548654244306,0.5454699792960662,0.022154815701951863,0.005499450054994501,12
265,precision_macro,0.6010599979417516,0.5399526912462352,0.016851871976759907,0.00039996000399960006,12
266,precision_micro,0.6045548654244306,0.5454699792960662,0.022154815701951863,0.005499450054994501,12
267,precision_weighted,0.6721223034228928,0.6112182458379136,0.01655396947606505,0.00029997000299970003,12
268,recall_macro,0.6179579579579579,0.5463851681681682,0.019547456804024435,0.00029997000299970003,12
269,recall_micro,0.6045548654244306,0.5454699792960662,0.022154815701951863,0.005499450054994501,12
270,recall_weighted,0.6045548654244306,0.5454699792960662,0.022154815701951863,0.005499450054994501,12
271,f1_macro,0.588290423210293,0.5251643096611137,0.019360368511486148,0.0006999300069993001,12
272,f1_micro,0.6045548654244306,0.5454699792960662,0.022154815701951863,0.005499450054994501,12
273,f1_weighted,0.6192945161809928,0.5618654866995748,0.02123348025315969,0.0035996400359964,12
274,f1_class0,0.5064599483204134,0.4282972686251755,0.02186772017952444,0.00019998000199980003,12
275,f1_class1,0.6701208981001727,0.6220313506970521,0.02669223586342093,0.031796820317968204,12
276,precision_class0,0.41350210970464135,0.35185835863541187,0.01796853201186312,0.0007999200079992001,12
277,precision_class1,0.7886178861788617,0.7280470238570587,0.01622969002817131,0.00019998000199980003,12
278,recall_class0,0.6533333333333333,0.5488006666666666,0.040899442924742464,0.0053994600539946005,12
279,recall_class1,0.5825825825825826,0.5439696696696696,0.037144812179014955,0.15648435156484353,12
280,balanced_accuracy,0.6179579579579579,0.5463851681681682,0.019547456804024435,0.00029997000299970003,12
281,mcc,0.21836511615589563,0.08609719386223312,0.03629694381672378,0.00029997000299970003,12
282,roc_auc,0.6603003003003003,0.5648923483483484,0.01990479633839182,9.999000099990002e-05,12
283,pr_auc,0.7914406623377213,0.7380537570685323,0.015965300787381922,0.0008999100089991,12
284,brier,0.23164581316805027,0.24644408804931237,0.002070599067547911,1.0,12
285,log_loss,0.6554322774280005,0.6859646520900069,0.0042198976101236645,1.0,12
286,accuracy,0.6086956521739131,0.5453979296066253,0.02153007178493278,0.0024997500249975004,13
287,precision_macro,0.5929548208412672,0.5409792956559358,0.0173799608771641,0.0022997700229977,13
288,precision_micro,0.6086956521739131,0.5453979296066253,0.02153007178493278,0.0024997500249975004,13
289,precision_weighted,0.6482151861580029,0.5989160014826804,0.017158185059418296,0.0029997000299970002,13
290,recall_macro,0.6042394595853715,0.5461344805497321,0.019551882826322014,0.0026997300269973002,13
291,recall_micro,0.6086956521739131,0.5453979296066253,0.02153007178493278,0.0024997500249975004,13
292,recall_weighted,0.6086956521739131,0.5453979296066253,0.02153007178493278,0.0024997500249975004,13
293,f1_macro,0.588895443880515,0.5289153703719541,0.019285159168437385,0.0013998600139986002,13
294,f1_micro,0.6086956521739131,0.5453979296066253,0.02153007178493278,0.0024997500249975004,13
295,f1_weighted,0.6197165228277854,0.5585083005087133,0.020773895772365773,0.0020997900209979003,13
296,f1_class0,0.4986737400530504,0.4422887930625322,0.02253598103810424,0.0064993500649935,13
297,f1_class1,0.6791171477079796,0.6155419476813763,0.0264363568608505,0.007099290070992901,13
